Row_Number,Sequence,Step,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TimeDiff,LSTM_Predicted_Cumulative,LSTM_Predicted_TotalTime,TimeDiff_Improvement_Abs,Cumulative_Improvement_Abs,SN,decoded_sourceID,BodyGroup_to,BodyGroup_from
2693,126,8,0.066143245,15.014517,135.85944,11.0,190.0,18.31623,146.63925,0.004696942,-3.3017137739257816,10.779811708984369,182625,MRI_CCS_11,LEG,LEG
2694,126,9,0.06696336,15.200683,151.06012,6.0,196.0,15.621658,162.26091,0.004696942,-0.4209753251953128,11.200790034179676,182625,MRI_FRR_257,LEG,LEG
2695,126,10,0.06695248,15.198214,166.25833,5.0,201.0,8.173489,170.4344,0.004696942,7.024725383056641,4.176072465820312,182625,MRI_FRR_264,LEG,LEG
2696,126,11,0.06706235,15.223153,181.48149,8.0,209.0,2.44781,172.88222,0.004696942,1.6709629346160888,-8.599272592773445,182625,MRI_FRR_3,LEG,LEG
2697,126,12,0.066602275,15.118716,196.6002,0.0,209.0,0.0,172.88222,0.004696942,15.118716,-23.71798259277344,182625,MRI_MSR_34,LEG,LEG
2698,126,13,0.066569336,15.111239,211.71144,18.0,227.0,0.0,172.88222,0.004696942,-15.111239,-38.82922259277345,182625,MRI_MPT_1005,LEG,LEG
2699,126,14,0.0673505,15.288564,227.0,-227.0,0.0,0.0,172.88222,0.004696942,15.288564000000008,54.11778259277344,182625,MRI_EXU_95,LEG,LEG
2700,127,1,0.3343119,0.0,0.0,-227.0,0.0,0.0,0.0,0.002275274,0.0,0.0,182625,MRI_MSR_100,LEG,LEG
2701,127,2,0.32962763,0.0,0.0,0.0,0.0,0.0,0.0,0.002275274,0.0,0.0,182625,MRI_MSR_104,LEG,LEG
2702,128,1,0.058526225,9.481249,19.012087,0.0,0.0,18.83482,18.83482,0.005849853,-9.353570793701172,0.1772672062988292,182625,MRI_MSR_100,LEG,LEG
2703,128,2,0.057706185,9.348402,28.360489,2.0,2.0,18.920246,37.755066,0.005849853,-9.571844124267578,-9.394576917968749,182625,MRI_MSR_104,LEG,LEG
2704,128,3,0.059119154,9.577303,37.93779,1.0,3.0,18.907457,56.66252,0.005849853,-9.33015435168457,-18.724731362304688,182625,MRI_FRR_257,LEG,LEG
2705,128,4,0.05804861,9.403874,47.341663,5.0,8.0,18.899252,75.561775,0.005849853,-9.49537793786621,-28.22011220751953,182625,MRI_FRR_2,LEG,LEG
2706,128,5,0.05917749,9.586754,56.928417,22.0,30.0,18.969353,94.53113,0.005849853,9.382598722167968,-37.6027109296875,182625,MRI_FRR_264,LEG,LEG
2707,128,6,0.05922864,9.595039,66.52345,79.0,109.0,18.897408,113.428535,0.005849853,9.30236853173828,38.04801453857422,182625,MRI_FRR_264,LEG,LEG
2708,128,7,0.059240002,9.59688,76.12033,0.0,109.0,18.594952,132.02348,0.005849853,-8.998071629638671,9.856186723632815,182625,MRI_FRR_257,LEG,LEG
2709,128,8,0.058413755,9.463028,85.58336,2.0,111.0,17.454325,149.47781,0.005849853,-7.991296722290039,-13.061173720703124,182625,MRI_CCS_11,LEG,LEG
2710,128,9,0.05913787,9.580335,95.1637,12.0,123.0,18.117395,167.59521,0.005849853,-3.697730401000976,-16.758914843750006,182625,MRI_FRR_264,LEG,LEG
2711,128,10,0.059095714,9.573505,104.7372,1.0,124.0,11.182367,178.77759,0.005849853,-1.6088623248291007,-35.514787890625,182625,MRI_FRR_264,LEG,LEG
2712,128,11,0.059091415,9.572809,114.310005,1.0,125.0,5.3607364,184.13832,0.005849853,4.2120726299133295,-48.448325922851566,182625,MRI_FRR_264,LEG,LEG
2713,128,12,0.05902819,9.562567,123.872574,6.0,131.0,2.5931973,186.73152,0.005849853,0.1557643457336421,-48.60409560644531,182625,MRI_FRR_257,LEG,LEG
2714,128,13,0.05917569,9.586462,133.45903,1.0,132.0,0.0,186.73152,0.005849853,7.586461999999999,-53.2724916064453,182625,MRI_FRR_3,LEG,LEG
2715,128,14,0.05901043,9.5596895,143.01872,30.0,162.0,2.8406308,189.57216,0.005849853,-6.719058730270383,-8.590878813476564,182625,MRI_FRR_264,LEG,LEG
2716,128,15,0.05859812,9.492895,152.51161,0.0,162.0,0.0,189.57216,0.005849853,9.492895,-18.08376881347656,182625,MRI_MSR_34,LEG,LEG
2717,128,16,0.058570176,9.488369,161.99998,-162.0,0.0,0.0,189.57216,0.005849853,9.488369000000006,-27.57217881347657,182625,MRI_MPT_1005,LEG,LEG
2718,129,1,0.045322046,12.19163,24.447025,-195.0,0.0,0.0,0.0,0.0025926013,12.191630000000004,24.447025,182625,MRI_MSR_100,LEG,LEG
2719,129,2,0.044687014,12.020806,36.46783,26.0,26.0,14.821685,14.821685,0.0025926013,2.8008788373413083,-0.7104851626586921,182625,MRI_MSR_104,SPINE,LEG
2720,129,3,0.0457812,12.315143,48.782974,6.0,32.0,15.531434,30.353119,0.0025926013,-3.2162910591430656,15.136092896484378,182625,MRI_FRR_257,SPINE,LEG
2721,129,4,0.045768205,12.311647,61.09462,15.0,47.0,16.00966,46.362778,0.0025926013,1.678692279174804,13.457397709960937,182625,MRI_FRR_264,SPINE,LEG
2722,129,5,0.045009147,12.107461,73.20208,38.0,85.0,16.682356,63.045135,0.0025926013,4.574894880737304,-10.15694450195312,182625,MRI_FRR_2,SPINE,LEG
2723,129,6,0.045859374,12.336172,85.53825,1.0,86.0,16.25243,79.29756,0.0025926013,-3.916257962158204,-6.2406883544921925,182625,MRI_FRR_264,SPINE,LEG
2724,129,7,0.04526605,12.176568,97.71482,10.0,96.0,16.436089,95.73365,0.0025926013,-4.259520562011719,1.4484702075195344,182625,MRI_CCS_11,SPINE,LEG
2725,129,8,0.045234732,12.168143,109.882965,18.0,114.0,16.709787,112.443436,0.0025926013,4.5416443687744135,2.560470668945314,182625,MRI_CCS_11,SPINE,LEG
2726,129,9,0.04517799,12.152879,122.03584,1.0,115.0,16.337553,128.78099,0.0025926013,-4.184674024291992,-6.745150600585944,182625,MRI_CCS_11,SPINE,LEG
2727,129,10,0.04517199,12.151265,134.1871,30.0,145.0,17.277725,146.05872,0.0025926013,5.12646021972656,9.754184179687512,182625,MRI_CCS_11,SPINE,LEG
2728,129,11,0.04576721,12.311379,146.49849,1.0,146.0,15.29246,161.35118,0.0025926013,-2.981081441589355,-14.852691030273434,182625,MRI_FRR_257,SPINE,LEG
2729,129,12,0.04579628,12.319199,158.81769,9.0,155.0,14.304422,175.65561,0.0025926013,-1.98522337854004,-16.837919130859376,182625,MRI_FRR_264,SPINE,LEG
2730,129,13,0.045766257,12.311123,171.12881,0.0,155.0,11.828769,187.48438,0.0025926013,0.482354269836426,-16.355565000000013,182625,MRI_FRR_264,SPINE,LEG
2731,129,14,0.045681782,12.2884,183.41722,1.0,156.0,10.316227,197.8006,0.0025926013,1.972173040771484,-14.383378144531264,182625,MRI_FRR_257,SPINE,LEG
2732,129,15,0.045678552,12.287531,195.70476,69.0,225.0,16.12841,213.92902,0.0025926013,3.840879339355467,18.224256113281257,182625,MRI_FRR_264,SPINE,LEG
2733,129,16,0.045388088,12.209395,207.91415,1.0,226.0,9.223193,223.1522,0.0025926013,2.986201831359864,15.238056420898433,182625,MRI_MSR_34,SPINE,LEG
2734,129,17,0.04542973,12.220597,220.13475,11.0,237.0,3.8585079,227.01071,0.0025926013,-5.920895128372193,6.875961669921878,182625,MRI_MPT_1005,SPINE,LEG
2735,129,18,0.04512211,12.137847,232.2726,22.0,259.0,1.0057826,228.0165,0.0025926013,-11.132064395782471,-4.256105249023449,182625,MRI_CCS_11,SPINE,LEG
2736,129,19,0.045642707,12.277888,244.55049,7.0,266.0,0.0,228.0165,0.0025926013,-1.7221119999999992,-16.533995249023434,182625,MRI_FRR_257,SPINE,LEG
2737,129,20,0.045547172,12.25219,256.80267,3.0,269.0,0.0,228.0165,0.0025926013,6.252190000000001,-28.78617524902341,182625,MRI_FRR_264,SPINE,LEG
2738,129,21,0.0453433,12.197348,269.00003,-269.0,0.0,0.0,228.0165,0.0025926013,12.197347999999977,40.98353524902342,182625,MRI_FRR_3,SPINE,LEG
2739,130,1,0.058571845,10.660076,21.375906,-278.0,0.0,0.0,0.0,0.0028814725,10.660076000000004,21.375906,182625,MRI_MSR_100,SPINE,LEG
2740,130,2,0.05775116,10.510711,31.886616,3.0,3.0,2.3009152,2.3009152,0.0028814725,6.811626241241456,28.18753124124145,182625,MRI_MSR_104,SPINE,SPINE
2741,130,3,0.059165236,10.768073,42.65469,7.0,10.0,11.85122,14.152136,0.0028814725,-1.0831471309204108,28.50255415100098,182625,MRI_FRR_257,SPINE,SPINE
2742,130,4,0.059148446,10.7650175,53.41971,10.0,20.0,15.602939,29.755074,0.0028814725,-4.837921152038573,23.66463645263672,182625,MRI_FRR_264,SPINE,SPINE
2743,130,5,0.058167472,10.58648,64.00619,21.0,41.0,17.209164,46.964237,0.0028814725,6.6226836657714845,17.041952786865238,182625,MRI_FRR_2,SPINE,SPINE
2744,130,6,0.058481555,10.643643,74.64983,20.0,61.0,17.806349,64.770584,0.0028814725,7.162705800659179,9.879245893554682,182625,MRI_CCS_11,SPINE,SPINE
2745,130,7,0.05930095,10.792773,85.442604,65.0,126.0,18.847158,83.617744,0.0028814725,8.054385432006839,-1.8248595541992216,182625,MRI_FRR_264,SPINE,SPINE
2746,130,8,0.05924997,10.783495,96.2261,1.0,127.0,18.342615,101.96036,0.0028814725,-7.559120127563476,5.734257666015623,182625,MRI_FRR_257,SPINE,SPINE
2747,130,9,0.059179887,10.77074,106.99683,12.0,139.0,18.234034,120.19439,0.0028814725,-5.004773584594727,13.197559343261716,182625,MRI_FRR_264,SPINE,SPINE
2748,130,10,0.059138097,10.763134,117.759964,17.0,156.0,17.552507,137.7469,0.0028814725,5.684358599487304,19.98693846582032,182625,MRI_FRR_264,SPINE,SPINE
2749,130,11,0.058319304,10.614114,128.37408,7.0,163.0,10.191648,147.93855,0.0028814725,0.4224664703979499,19.56447285644532,182625,MRI_CCS_11,SPINE,SPINE
2750,130,12,0.05909501,10.755292,139.12938,6.0,169.0,2.989934,150.92848,0.0028814725,1.7452259675903328,11.799102055664063,182625,MRI_FRR_257,SPINE,SPINE
2751,130,13,0.059110112,10.75804,149.88742,3.0,172.0,0.0,150.92848,0.0028814725,4.758039999999999,1.0410620556640708,182625,MRI_FRR_264,SPINE,SPINE
2752,130,14,0.0591433,10.764081,160.6515,10.0,182.0,0.0,150.92848,0.0028814725,-9.235919,-9.723017944335936,182625,MRI_FRR_3,SPINE,SPINE
2753,130,15,0.05866359,10.676774,171.32828,0.0,182.0,0.0,150.92848,0.0028814725,10.676774,-20.399797944335944,182625,MRI_MSR_34,SPINE,SPINE
2754,130,16,0.05863591,10.671736,182.00002,-182.0,0.0,0.0,150.92848,0.0028814725,10.67173600000001,31.071537944335944,182625,MRI_MPT_1005,SPINE,SPINE
2755,131,1,0.043371793,15.223499,30.526619,-211.0,0.0,18.249292,18.249292,0.0077401884,-3.0257933736572227,12.277326626342774,182625,MRI_MSR_100,SPINE,SPINE
2756,131,2,0.042764086,15.010194,45.53681,20.0,20.0,18.830338,37.079628,0.0077401884,3.8201435244140622,8.457182009277346,182625,MRI_MSR_104,KNEE,SPINE
2757,131,3,0.043811187,15.377727,60.91454,7.0,27.0,18.840813,55.92044,0.0077401884,-3.4630856831054686,4.994099326171877,182625,MRI_FRR_257,KNEE,SPINE
2758,131,4,0.043798756,15.3733635,76.2879,66.0,93.0,18.997904,74.91834,0.0077401884,3.624540323852543,-1.369557409667962,182625,MRI_FRR_264,KNEE,SPINE
2759,131,5,0.043072358,15.118398,91.4063,17.0,110.0,18.90256,93.8209,0.0077401884,-0.0209572803955069,2.4145999633789046,182625,MRI_FRR_2,KNEE,SPINE
2760,131,6,0.04330493,15.200031,106.60634,32.0,142.0,18.974566,112.79546,0.0077401884,3.774534505981446,6.189123562011716,182625,MRI_CCS_11,KNEE,SPINE
2761,131,7,0.043911684,15.413001,122.01934,36.0,178.0,19.042118,131.83759,0.0077401884,3.629117072509764,9.81824544921875,182625,MRI_FRR_264,KNEE,SPINE
2762,131,8,0.043289043,15.194454,137.21379,1.0,179.0,18.793865,150.63145,0.0077401884,-3.599411203857421,13.417664467773449,182625,MRI_CCS_11,KNEE,SPINE
2763,131,9,0.043234576,15.175336,152.38913,1.0,180.0,18.715633,169.34709,0.0077401884,-3.5402973923339847,16.957961674804693,182625,MRI_CCS_11,KNEE,SPINE
2764,131,10,0.04322883,15.17332,167.56245,47.0,227.0,19.018305,188.3654,0.0077401884,3.844984824829101,20.802952221679675,182625,MRI_CCS_11,KNEE,SPINE
2765,131,11,0.043226883,15.172636,182.73509,61.0,288.0,18.77123,207.13663,0.0077401884,3.598594697631839,24.40153719726561,182625,MRI_CCS_11,KNEE,SPINE
2766,131,12,0.043218125,15.169561,197.90465,3.0,291.0,18.439545,225.57617,0.0077401884,-3.269983677734375,27.671521875,182625,MRI_CCS_11,KNEE,SPINE
2767,131,13,0.04379028,15.370389,213.27504,2.0,293.0,16.828852,242.40503,0.0077401884,-1.458462699829102,29.12998929687501,182625,MRI_FRR_257,KNEE,SPINE
2768,131,14,0.043782316,15.367593,228.64264,9.0,302.0,15.110751,257.51578,0.0077401884,0.2568418479614252,28.873137587890625,182625,MRI_FRR_264,KNEE,SPINE
2769,131,15,0.04373013,15.349276,243.99191,1.0,303.0,8.820409,266.33618,0.0077401884,6.528867178894043,22.34427164062501,182625,MRI_FRR_264,KNEE,SPINE
2770,131,16,0.043717466,15.3448305,259.33673,4.0,307.0,4.561389,270.89758,0.0077401884,10.783441530578614,11.560853007812511,182625,MRI_FRR_264,KNEE,SPINE
2771,131,17,0.043706287,15.340907,274.67764,9.0,316.0,1.377379,272.27496,0.0077401884,-1.281714059417725,-2.4026766210937467,182625,MRI_FRR_257,KNEE,SPINE
2772,131,18,0.04377371,15.364573,290.0422,5.0,321.0,0.0,272.27496,0.0077401884,5.364573,-17.76723662109373,182625,MRI_FRR_264,KNEE,SPINE
2773,131,19,0.043781076,15.367158,305.40936,13.0,334.0,0.0,272.27496,0.0077401884,-10.632842,-33.13439662109374,182625,MRI_FRR_3,KNEE,SPINE
2774,131,20,0.043321524,15.205854,320.6152,0.0,334.0,0.0,272.27496,0.0077401884,15.205854,-48.340236621093766,182625,MRI_MSR_34,KNEE,SPINE
2775,131,21,0.043116797,15.133996,335.7492,17.0,351.0,0.0,272.27496,0.0077401884,-15.133996,-63.47423662109372,182625,MRI_MPT_1005,KNEE,SPINE
2776,131,22,0.043449536,15.250787,351.0,-351.0,0.0,0.0,272.27496,0.0077401884,15.250787000000004,78.72503662109375,182625,MRI_EXU_95,KNEE,SPINE
2777,132,1,0.062154423,11.001333,22.060207,-351.0,0.0,0.0,0.0,0.0025737297,11.001332999999988,22.060207,182625,MRI_MSR_100,KNEE,SPINE
2778,132,2,0.061283547,10.847188,32.907394,14.0,14.0,1.5131917,1.5131917,0.0025737297,-9.33399630001831,6.420585699981686,182625,MRI_MSR_104,KNEE,KNEE
2779,132,3,0.062411007,11.046748,43.954144,0.0,14.0,9.252355,10.765547,0.0025737297,1.794393378112792,26.71969079870605,182625,MRI_MSR_34,KNEE,KNEE
2780,132,4,0.06243231,11.050519,55.00466,17.0,31.0,14.737849,25.503395,0.0025737297,3.687330235534669,18.508055080566407,182625,MRI_MPT_1005,KNEE,KNEE
2781,132,5,0.0628341,11.121635,66.1263,9.0,40.0,16.157965,41.66136,0.0025737297,-5.036329706420899,24.464938305664063,182625,MRI_FRR_257,KNEE,KNEE
2782,132,6,0.061927572,10.961181,77.08748,0.0,40.0,16.764406,58.425766,0.0025737297,-5.803225204223633,18.661714008789065,182625,MRI_FRR_2,KNEE,KNEE
2783,132,7,0.06300558,11.151988,88.23946,22.0,62.0,17.737043,76.16281,0.0025737297,6.585055380737305,12.07664872070312,182625,MRI_FRR_264,KNEE,KNEE
2784,132,8,0.06291368,11.135721,99.37518,82.0,144.0,18.785593,94.9484,0.0025737297,7.64987203283691,-4.426777595214844,182625,MRI_FRR_264,KNEE,KNEE
2785,132,9,0.061947133,10.964643,110.33983,9.0,153.0,18.107098,113.0555,0.0025737297,-7.142454625732421,2.715666215820306,182625,MRI_CCS_11,KNEE,KNEE
2786,132,10,0.062796146,11.114918,121.45474,1.0,154.0,13.78218,126.83768,0.0025737297,-2.6672618324584967,5.382937001953124,182625,MRI_FRR_257,KNEE,KNEE
2787,132,11,0.06283391,11.121603,132.57634,12.0,166.0,9.7845125,136.6222,0.0025737297,-1.3370904801635746,4.045852382812512,182625,MRI_FRR_264,KNEE,KNEE
2788,132,12,0.06279577,11.114852,143.6912,2.0,168.0,2.2557585,138.87794,0.0025737297,8.85909347605896,-4.813255053710947,182625,MRI_FRR_264,KNEE,KNEE
2789,132,13,0.06271311,11.100221,154.79141,8.0,176.0,0.0,138.87794,0.0025737297,-4.8997790000000006,-15.91346505371095,182625,MRI_FRR_257,KNEE,KNEE
2790,132,14,0.06281172,11.117674,165.90909,1.0,177.0,0.0,138.87794,0.0025737297,9.117674,-27.03114505371093,182625,MRI_FRR_3,KNEE,KNEE
2791,132,15,0.06266052,11.090913,177.0,-177.0,0.0,0.0,138.87794,0.0025737297,11.090913,38.12205505371094,182625,MRI_FRR_264,KNEE,KNEE
2792,133,1,0.04971959,11.932702,23.927814,-194.0,0.0,15.068725,15.068725,0.0074981963,-3.136022632263177,8.859089367736818,182625,MRI_MSR_100,KNEE,KNEE
2793,133,2,0.04902294,11.765506,35.69332,9.0,9.0,18.796234,33.86496,0.0074981963,-7.030728130859375,1.828360283203125,182625,MRI_MSR_104,KNEE,KNEE
2794,133,3,0.050223295,12.053591,47.74691,9.0,18.0,18.848978,52.713936,0.0074981963,-6.795387042602538,-4.9670258520507815,182625,MRI_FRR_257,KNEE,KNEE
2795,133,4,0.050209038,12.050169,59.79708,16.0,34.0,18.87522,71.58916,0.0074981963,1.0746116549072262,-11.792077104492186,182625,MRI_FRR_264,KNEE,KNEE
2796,133,5,0.04937633,11.85032,71.6474,23.0,57.0,18.908106,90.49726,0.0074981963,7.057785850219727,-18.84986104736328,182625,MRI_FRR_2,KNEE,KNEE
2797,133,6,0.05030905,12.074172,83.72157,109.0,166.0,18.95288,109.45014,0.0074981963,6.878708859374996,25.72857190673828,182625,MRI_FRR_264,KNEE,KNEE
2798,133,7,0.049658164,11.917959,95.639534,15.0,181.0,18.889112,128.33925,0.0074981963,-0.8070714725341794,32.699714657226565,182625,MRI_CCS_11,KNEE,KNEE
2799,133,8,0.050294667,12.070721,107.71025,2.0,183.0,18.59487,146.93411,0.0074981963,-6.52414861364746,39.22386254882812,182625,MRI_FRR_257,KNEE,KNEE
2800,133,9,0.050235234,12.056457,119.76671,12.0,195.0,18.460787,165.3949,0.0074981963,-6.404329819458008,45.6281874609375,182625,MRI_FRR_264,KNEE,KNEE
2801,133,10,0.050199762,12.047943,131.81465,2.0,197.0,17.032076,182.42697,0.0074981963,-4.984132881958008,50.61232143554688,182625,MRI_FRR_264,KNEE,KNEE
2802,133,11,0.050196514,12.047163,143.86182,1.0,198.0,12.547075,194.97404,0.0074981963,-0.4999122716064459,51.11222479980469,182625,MRI_FRR_264,KNEE,KNEE
2803,133,12,0.05017016,12.040838,155.90265,0.0,198.0,5.8154454,200.78949,0.0074981963,6.22539257687378,39.307860253906256,182625,MRI_FRR_264,KNEE,KNEE
2804,133,13,0.050108425,12.026022,167.92867,1.0,199.0,1.8948054,202.6843,0.0074981963,10.131216568634033,27.38703434570312,182625,MRI_FRR_257,KNEE,KNEE
2805,133,14,0.05006707,12.016097,179.94476,8.0,207.0,0.776778,203.46107,0.0074981963,-3.207125017288208,23.51631482910156,182625,MRI_FRR_257,KNEE,KNEE
2806,133,15,0.05014338,12.034411,191.97917,1.0,208.0,0.0,203.46107,0.0074981963,10.034411,11.481904829101552,182625,MRI_FRR_3,KNEE,KNEE
2807,133,16,0.050071266,12.017104,203.99628,16.0,224.0,0.0,203.46107,0.0074981963,-12.017104,-0.5352051708984504,182625,MRI_FRR_264,KNEE,KNEE
2808,133,17,0.049805027,11.953206,215.94948,1.0,225.0,0.0,203.46107,0.0074981963,9.953206,-12.488405170898432,182625,MRI_MSR_34,KNEE,KNEE
2809,133,18,0.049860086,11.966421,227.9159,15.0,240.0,0.0,203.46107,0.0074981963,-11.966421,-24.45482517089843,182625,MRI_MPT_1005,KNEE,KNEE
2810,133,19,0.050350346,12.084083,239.99997,-240.0,0.0,0.0,203.46107,0.0074981963,12.084082999999993,36.53889517089843,182625,MRI_EXU_95,KNEE,KNEE
2811,134,1,0.062187053,16.977066,34.042927,-240.0,0.0,0.0,0.0,0.0041348184,16.97706599999998,34.042927,182625,MRI_MSR_100,KNEE,KNEE
2812,134,2,0.06131572,16.739191,50.78212,12.0,12.0,17.668404,17.668404,0.0041348184,-0.9292126254882797,33.11371637451172,182625,MRI_MSR_104,KNEE,KNEE
2813,134,3,0.062817074,17.149061,67.93118,6.0,18.0,18.395613,36.06402,0.0041348184,-1.246551716674805,31.86716175048828,182625,MRI_FRR_257,KNEE,KNEE
2814,134,4,0.06167957,16.838522,84.76971,3.0,21.0,18.506338,54.57036,0.0041348184,-1.6678161195068348,30.199351723632816,182625,MRI_FRR_2,KNEE,KNEE
2815,134,5,0.062879056,17.165981,101.935684,20.0,41.0,18.600986,73.17134,0.0041348184,1.435005480712892,28.764343057617182,182625,MRI_FRR_264,KNEE,KNEE
2816,134,6,0.06293341,17.18082,119.1165,154.0,195.0,18.913368,92.08471,0.0041348184,1.732548225097645,-27.031790832519533,182625,MRI_FRR_264,KNEE,KNEE
2817,134,7,0.062119257,16.958557,136.07506,7.0,202.0,18.698448,110.78316,0.0041348184,-1.7398911811523448,-25.291902651367195,182625,MRI_CCS_11,KNEE,KNEE
2818,134,8,0.06291389,17.175491,153.25055,1.0,203.0,17.309729,128.09288,0.0041348184,-0.1342376224365224,-25.157669750976567,182625,MRI_FRR_257,KNEE,KNEE
2819,134,9,0.062838376,17.154877,170.40543,13.0,216.0,16.70679,144.79967,0.0041348184,0.4480860759277334,-25.60576264160156,182625,MRI_FRR_264,KNEE,KNEE
2820,134,10,0.062793545,17.142637,187.54807,1.0,217.0,7.563916,152.36359,0.0041348184,9.578720793640136,-35.184483574218746,182625,MRI_FRR_264,KNEE,KNEE
2821,134,11,0.06273997,17.128012,204.67607,9.0,226.0,3.518278,155.88187,0.0041348184,2.6462898835296613,-48.794203544921885,182625,MRI_FRR_257,KNEE,KNEE
2822,134,12,0.062779576,17.138824,221.8149,1.0,227.0,0.0,155.88187,0.0041348184,15.138824,-65.93303354492187,182625,MRI_FRR_264,KNEE,KNEE
2823,134,13,0.0628792,17.166021,238.98091,46.0,273.0,2.0206292,157.9025,0.0041348184,-15.145391832443238,-81.07841366210937,182625,MRI_FRR_3,KNEE,KNEE
2824,134,14,0.062331904,17.01661,255.99753,0.0,273.0,0.0,157.9025,0.0041348184,17.01661,-98.0950336621094,182625,MRI_MSR_34,KNEE,KNEE
2825,134,15,0.062280104,17.002468,273.0,-273.0,0.0,0.0,157.9025,0.0041348184,17.00246800000002,115.09750366210938,182625,MRI_MPT_1005,KNEE,KNEE
2826,135,1,0.06630587,16.112326,32.30892,-289.0,0.0,0.0,0.0,0.002667547,16.112325999999996,32.30892,182625,MRI_MSR_100,KNEE,KNEE
2827,135,2,0.06537682,15.886567,48.195488,9.0,9.0,3.5429127,3.5429127,0.002667547,1.4294797216339106,33.73840072163391,182625,MRI_MSR_104,KNEE,KNEE
2828,135,3,0.06697761,16.27556,64.47105,9.0,18.0,12.769189,16.312101,0.002667547,3.5063711190795885,44.78315136413575,182625,MRI_FRR_257,KNEE,KNEE
2829,135,4,0.06576477,15.980839,80.45189,0.0,18.0,15.567786,31.879887,0.002667547,0.4130527832641597,48.57200337280274,182625,MRI_FRR_2,KNEE,KNEE
2830,135,5,0.06704371,16.29162,96.74351,25.0,43.0,17.41094,49.290825,0.002667547,1.1193201702880842,47.45268510986328,182625,MRI_FRR_264,KNEE,KNEE
2831,135,6,0.06710165,16.3057,113.04921,88.0,131.0,18.81421,68.105034,0.002667547,2.508510891723631,-44.94417612548828,182625,MRI_FRR_264,KNEE,KNEE
2832,135,7,0.06623358,16.09476,129.14397,45.0,176.0,18.807184,86.91222,0.002667547,2.7124242193603507,-42.23175381347656,182625,MRI_CCS_11,KNEE,KNEE
2833,135,8,0.06705377,16.294067,145.43803,9.0,185.0,17.665634,104.57785,0.002667547,-1.3715671552734392,-40.86017965820312,182625,MRI_FRR_264,KNEE,KNEE
2834,135,9,0.066963114,16.272038,161.71007,9.0,194.0,12.436944,117.01479,0.002667547,3.8350939921264633,-44.69527660400391,182625,MRI_FRR_257,KNEE,KNEE
2835,135,10,0.066951185,16.269138,177.9792,4.0,198.0,3.6602855,120.67508,0.002667547,11.929423472869876,-57.30412065429687,182625,MRI_FRR_264,KNEE,KNEE
2836,135,11,0.06706048,16.295696,194.2749,15.0,213.0,1.1965678,121.87165,0.002667547,-12.50773622618103,-72.40324930419922,182625,MRI_FRR_3,KNEE,KNEE
2837,135,12,0.066600196,16.183847,210.45876,0.0,213.0,0.0,121.87165,0.002667547,16.183847,-88.58710930419923,182625,MRI_MSR_34,KNEE,KNEE
2838,135,13,0.06656716,16.17582,226.63458,30.0,243.0,0.0,121.87165,0.002667547,-16.17582,-104.76292930419922,182625,MRI_MPT_1005,KNEE,KNEE
2839,135,14,0.067347445,16.365429,243.00002,-243.0,0.0,0.0,121.87165,0.002667547,16.365429000000006,121.12836930419924,182625,MRI_EXU_95,KNEE,KNEE
2840,136,1,0.04972596,7.309716,14.657663,-243.0,0.0,0.0,0.0,0.0027826023,7.309716000000009,14.657663,182625,MRI_MSR_100,KNEE,KNEE
2841,136,2,0.049029224,7.207296,21.86496,17.0,17.0,7.046942,7.046942,0.0027826023,-0.1603537659606928,-5.088097765960693,182625,MRI_MSR_104,KNEE,KNEE
2842,136,3,0.04933829,7.2527285,29.117687,7.0,24.0,13.850104,20.897047,0.0027826023,-6.597375831970215,2.01473404284668,182625,MRI_FRR_2,KNEE,KNEE
2843,136,4,0.05020558,7.3802204,36.49791,9.0,33.0,15.795125,36.692173,0.0027826023,-5.175345407629394,-0.1942630041503932,182625,MRI_FRR_257,KNEE,KNEE
2844,136,5,0.05028535,7.3919463,43.889854,1.0,34.0,16.304668,52.99684,0.0027826023,-8.912722126513671,-9.106987430664065,182625,MRI_FRR_264,KNEE,KNEE
2845,136,6,0.050328117,7.3982334,51.288086,13.0,47.0,16.954716,69.95155,0.0027826023,1.6470508712402347,-18.663467344726563,182625,MRI_FRR_264,KNEE,KNEE
2846,136,7,0.050316654,7.3965483,58.684635,42.0,89.0,18.471468,88.42302,0.0027826023,11.07491967180176,29.738384409179687,182625,MRI_FRR_264,KNEE,KNEE
2847,136,8,0.050277226,7.3907523,66.075386,0.0,89.0,17.591333,106.01435,0.0027826023,-10.200581089282228,5.910263108886724,182625,MRI_FRR_257,KNEE,KNEE
2848,136,9,0.050219625,7.382285,73.45767,10.0,99.0,18.151049,124.1654,0.0027826023,-5.533333660278321,0.3769323559570381,182625,MRI_FRR_264,KNEE,KNEE
2849,136,10,0.050185386,7.3772516,80.83492,1.0,100.0,16.53327,140.69867,0.0027826023,-9.156018282202147,-21.533589433593747,182625,MRI_FRR_264,KNEE,KNEE
2850,136,11,0.050143298,7.3710647,88.205986,0.0,100.0,12.728674,153.42734,0.0027826023,-5.357609234936524,-41.63332364648437,182625,MRI_FRR_257,KNEE,KNEE
